,train_loss,test_loss,test_f1,test_acc,test_prec,test_recall
0,0.4747880179091052,0.40686307335403604,0.8523999206384285,0.8535211267605634,0.8555999376476159,0.8535211267605634
1,0.3592327101596271,0.3034983567788567,0.891675209005024,0.8915492957746479,0.8931970326710508,0.8915492957746479
2,0.30582401464476083,0.25849050302320803,0.9016477586896495,0.9014084507042254,0.9035868783180195,0.9014084507042254
3,0.27573965566818703,0.23323333985368971,0.9143570036676576,0.9140845070422535,0.916226091413705,0.9140845070422535
4,0.2565543907139223,0.2175750614681714,0.9213656366781653,0.9211267605633803,0.9236138619212155,0.9211267605633803
5,0.2425733573000196,0.2060456991930243,0.9241411804548649,0.923943661971831,0.9273319532313001,0.923943661971831
6,0.22880456120661913,0.1970706950295979,0.9255603452730498,0.9253521126760563,0.9288719583571752,0.9253521126760563
7,0.21972317581585316,0.18994852223656547,0.9255682088492553,0.9253521126760563,0.9289580788851404,0.9253521126760563
8,0.21035349216073146,0.1841752536070179,0.9325518423846869,0.9323943661971831,0.9348207904433914,0.9323943661971831
9,0.20362997521443732,0.1789647885821235,0.9339429613974329,0.9338028169014084,0.9362974219485386,0.9338028169014084
10,0.19598562445590662,0.1742151877882195,0.9339429613974329,0.9338028169014084,0.9362974219485388,0.9338028169014084
11,0.19060020871075667,0.17087239074245306,0.9325487633819773,0.9323943661971831,0.9349548503901562,0.9323943661971831
12,0.1875595856300542,0.1668373840533092,0.9367388972112483,0.9366197183098591,0.9387895892865763,0.9366197183098591
13,0.18031828523218538,0.1633707205332081,0.9381345393659044,0.9380281690140845,0.9402904952839075,0.9380281690140845
14,0.17535727511222746,0.1603461015549764,0.9395572427588996,0.9394366197183098,0.9417648251339757,0.9394366197183098
15,0.1732530496110892,0.15736909719105338,0.9395572427588996,0.9394366197183098,0.9417648251339757,0.9394366197183098
16,0.16708371502657732,0.1546481813291009,0.9395572427588996,0.9394366197183098,0.9417648251339757,0.9394366197183098
17,0.16389871020196517,0.15287404538355243,0.9395572427588996,0.9394366197183098,0.9417648251339759,0.9394366197183098
18,0.1575823455046227,0.1509751259860858,0.9395572427588996,0.9394366197183098,0.9417648251339756,0.9394366197183098
19,0.1550780405216094,0.14790874201227242,0.9395572427588996,0.9394366197183098,0.9417648251339757,0.9394366197183098
