,train_loss,test_loss,test_f1,test_acc,test_prec,test_recall
0,0.5809873636851627,0.4548989978064312,0.8403090366557511,0.8412921348314607,0.8442187888521382,0.8412921348314607
1,0.4405346261284914,0.3388725355100096,0.8644019225136041,0.8651685393258427,0.866627977813522,0.8651685393258427
2,0.38378220826909926,0.3048590429838789,0.8735999891716206,0.8735955056179775,0.8749958778943432,0.8735955056179775
3,0.3494917794049682,0.2940364059144526,0.8847437704266307,0.8848314606741573,0.8849141834891028,0.8848314606741573
4,0.340557983869415,0.28276552475486577,0.8898031393804465,0.8904494382022472,0.8914706134476462,0.8904494382022472
5,0.3241695508818068,0.2812736257073585,0.8893044159348431,0.8890449438202247,0.8910052752037015,0.8890449438202247
6,0.3109876455327422,0.26841954488223524,0.9044367611083765,0.9044943820224719,0.9051021052864714,0.9044943820224719
7,0.31379234362521913,0.26666170664215355,0.901792629468578,0.901685393258427,0.9039596212483809,0.901685393258427
8,0.3020747298364275,0.2658247324125318,0.9017428913219094,0.901685393258427,0.9040968455545423,0.901685393258427
9,0.29406966940128365,0.24747376438502347,0.9100649740405966,0.9101123595505618,0.9102269583035711,0.9101123595505618
10,0.28208221905003433,0.24781369942167167,0.9098521683478025,0.9101123595505618,0.9103952018874227,0.9101123595505618
11,0.27435324558464524,0.2436027178028075,0.9143319234137678,0.9143258426966292,0.9155464425916947,0.9143258426966292
12,0.2732537963434018,0.2356441865382151,0.9172010601449274,0.9171348314606742,0.9178075894949725,0.9171348314606742
13,0.25985449149915407,0.23710528879395026,0.9141957537446151,0.9143258426966292,0.9148902836351955,0.9143258426966292
14,0.26841904379896303,0.22774852279657393,0.9198563003380335,0.9199438202247191,0.9201957157783781,0.9199438202247191
15,0.25973611246414235,0.230763400229887,0.9186676524970533,0.9185393258426966,0.9203801299820548,0.9185393258426966
16,0.23763606026675377,0.22545413178485935,0.9157739533943772,0.9157303370786517,0.9161682258988055,0.9157303370786517
17,0.24176728394659294,0.22349102581652364,0.9198580717373277,0.9199438202247191,0.9208404082325884,0.9199438202247191
18,0.23717630525342956,0.21814755062583122,0.9240699777621638,0.9241573033707865,0.9242506491328989,0.9241573033707865
19,0.23837778229516002,0.22403258433711998,0.9144366663340373,0.9143258426966292,0.9157794057505066,0.9143258426966292
