,train_loss,test_loss,test_f1,test_acc,test_prec,test_recall
0,0.27414292004629853,0.24812797557719996,0.9100562900919987,0.9098591549295775,0.9116687880623843,0.9098591549295775
1,0.18578295169896644,0.18465682228791042,0.9284126801945867,0.928169014084507,0.932069814633756,0.928169014084507
2,0.1541919370369872,0.1733916642537839,0.9284376962683476,0.928169014084507,0.9332721410428563,0.928169014084507
3,0.1280892529006004,0.15787121471489818,0.9311950422104043,0.9309859154929577,0.9339755718575466,0.9309859154929577
4,0.10106741637618212,0.14122124115713466,0.938210533437865,0.9380281690140845,0.9399534173093402,0.9380281690140845
5,0.10121429507316021,0.1374465128328179,0.939650092524416,0.9394366197183098,0.9428598697989926,0.9394366197183098
6,0.08757134769840606,0.13954872907808338,0.9480709218457579,0.9478873239436619,0.9510536727380314,0.9478873239436619
7,0.08343206667312142,0.13116421390219893,0.9550500962433208,0.9549295774647887,0.9568170536725386,0.9549295774647887
8,0.07534861181937712,0.13940028297964116,0.9466783854020746,0.9464788732394366,0.950795179988265,0.9464788732394366
9,0.07856076439328459,0.12484316290290633,0.9550306036468476,0.9549295774647887,0.9569402035410219,0.9549295774647887
10,0.06847022597084816,0.13010146044338988,0.952252092303923,0.952112676056338,0.9548622545071395,0.952112676056338
11,0.06246219852703138,0.1377463737932283,0.9480496939281208,0.9478873239436619,0.9515121276429419,0.9478873239436619
12,0.06203556860810224,0.1302138629618665,0.9494527316711598,0.9492957746478873,0.9519869214052719,0.9492957746478873
13,0.057371990309624844,0.1338232779685198,0.9480686166115857,0.9478873239436619,0.9510446830817296,0.9478873239436619
14,0.05396503744558001,0.1275698780314997,0.9452530380288906,0.9450704225352112,0.9487018628932776,0.9450704225352112
15,0.05124255491256479,0.13478113373439812,0.952255244470817,0.952112676056338,0.9552405631107506,0.952112676056338
16,0.045317174060122985,0.12403718376906038,0.9578361029042823,0.9577464788732394,0.9597366596973144,0.9577464788732394
17,0.04901984749678508,0.11910208330004358,0.9606554849819522,0.9605633802816902,0.9621920633837356,0.9605633802816902
18,0.040558360511140465,0.12747020343397286,0.9578565671161,0.9577464788732394,0.9598490203055321,0.9577464788732394
19,0.04804100925980955,0.1213607876495996,0.9620346685516947,0.9619718309859155,0.9641763744447016,0.9619718309859155
