,train_loss,test_loss,test_f1,test_acc,test_prec,test_recall
0,0.6493347875293375,0.5944127653924267,0.6395595621085604,0.6938202247191011,0.7840121556237424,0.6938202247191011
1,0.5282677193694213,0.44317534365011063,0.853346708121202,0.8539325842696629,0.8544632523966912,0.8539325842696629
2,0.4131483167232613,0.3372898901279053,0.8724077653513721,0.8721910112359551,0.8748947194646712,0.8721910112359551
3,0.3585829113352911,0.29036062650298805,0.8907601711129882,0.8904494382022472,0.8935425714341694,0.8904494382022472
4,0.3206891894909689,0.2653643224974362,0.8977574055019624,0.8974719101123596,0.8999289759957061,0.8974719101123596
5,0.3010447347290585,0.2509644668381871,0.9006239263108565,0.9002808988764045,0.9027916687937104,0.9002808988764045
6,0.28626465958845787,0.23719406321519212,0.9046976152873811,0.9044943820224719,0.9065231074736124,0.9044943820224719
7,0.26814932186149515,0.22878998321261299,0.9075147502211708,0.9073033707865169,0.9095209492935528,0.9073033707865169
8,0.26114528305693274,0.2205153991510108,0.9157651237947146,0.9157303370786517,0.9169014464520082,0.9157303370786517
9,0.2508719897372374,0.2138057263159936,0.9199588808724187,0.9199438202247191,0.9207935531395437,0.9199438202247191
10,0.23639981324085238,0.20936525664344596,0.9171964511609845,0.9171348314606742,0.918305908133053,0.9171348314606742
11,0.22467454457533084,0.20436985292105694,0.9227335151479478,0.922752808988764,0.9240860092647627,0.922752808988764
12,0.2182148327653249,0.1997918347053732,0.9227679531556022,0.922752808988764,0.924510249625479,0.922752808988764
13,0.21191660099258702,0.19545028189961078,0.9213377515755669,0.9213483146067416,0.9227685545366958,0.9213483146067416
14,0.2069990094704466,0.19091856373693752,0.9199080212744287,0.9199438202247191,0.9209903256157245,0.9199438202247191
15,0.20084973330491118,0.1890548346930424,0.9227441362194654,0.922752808988764,0.9239128439994925,0.922752808988764
16,0.19618989803531464,0.18522001565381718,0.9198693757578771,0.9199438202247191,0.9207426347411667,0.9199438202247191
17,0.18786401193327712,0.1834427912096922,0.9241551997398897,0.9241573033707865,0.924759704058963,0.9241573033707865
18,0.18346142840939683,0.18053227067621572,0.9226775777072829,0.922752808988764,0.9235484126714943,0.922752808988764
19,0.1765721759245117,0.17844968065724112,0.9240590457777706,0.9241573033707865,0.9247598473984049,0.9241573033707865
